"species","common.name","label","longitude","latitude","site.type","year","pct.freq","avg.cov","invasive"
"Iris versicolor","harlequin blueflag","RAM-26",-68.28860457,44.32545225,"RAM",2019,25,NA,FALSE
"Iris versicolor","harlequin blueflag","RAM-21",-68.35327308,44.27259396,"RAM",2019,50,NA,FALSE
"Juncus acuminatus","tapertip rush","Gilmore Meadow",-68.27163738,44.36272678,"Sentinel",2011,80,20.22,FALSE
"Juncus acuminatus","tapertip rush","Duck Pond",-68.37978134,44.319544,"Sentinel",2011,20,0.02,FALSE
"Juncus acuminatus","tapertip rush","RAM-11",-68.06659455,44.35799607,"RAM",2018,50,NA,FALSE
"Juncus acuminatus","tapertip rush","RAM-19",-68.20691532,44.36620222,"RAM",2018,75,NA,FALSE
"Juncus brevicaudatus","narrow-panicle rush","Gilmore Meadow",-68.27163738,44.36272678,"Sentinel",2011,40,0.42,FALSE
"Juncus brevicaudatus","narrow-panicle rush","RAM-11",-68.06659455,44.35799607,"RAM",2018,50,NA,FALSE
"Juncus brevicaudatus","narrow-panicle rush","RAM-15",-68.39214231,44.29095012,"RAM",2018,25,NA,FALSE
"Juncus canadensis","Canadian rush","Great Meadow (IAH)",-68.61602787,44.04849142,"Sentinel",2011,100,29.2,FALSE
"Juncus canadensis","Canadian rush","RAM-27",-68.18229706,44.34310574,"RAM",2019,100,NA,FALSE
"Juncus canadensis","Canadian rush","RAM-21",-68.35327308,44.27259396,"RAM",2019,50,NA,FALSE
"Juncus effusus","common rush","RAM-21",-68.35327308,44.27259396,"RAM",2019,100,NA,FALSE
"Juncus effusus","common rush","RAM-19",-68.20691532,44.36620222,"RAM",2018,25,NA,FALSE
"Juncus effusus","common rush","RAM-13",-68.2118443,44.36900451,"RAM",2018,50,NA,FALSE
"Juncus effusus","common rush","RAM-25",-68.34868052,44.28223972,"RAM",2019,25,NA,FALSE
"Juncus effusus","common rush","RAM-27",-68.18229706,44.34310574,"RAM",2019,25,NA,FALSE
"Juncus pelocarpus","brownfruit rush","RAM-11",-68.06659455,44.35799607,"RAM",2018,100,NA,FALSE
"Juniperus communis","common juniper","RAM-18",-68.29573187,44.37963654,"RAM",2018,25,NA,FALSE
"Juniperus communis","common juniper","Big Heath",-68.32040359,44.23614962,"Sentinel",2011,40,0.04,FALSE
"Kalmia angustifolia","sheep laurel","Frazer Fen",-68.06153589,44.36231448,"Sentinel",2011,100,1.08,FALSE
"Kalmia angustifolia","sheep laurel","RAM-15",-68.39214231,44.29095012,"RAM",2018,25,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-22",-68.3841871,44.33756254,"RAM",2019,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-11",-68.06659455,44.35799607,"RAM",2018,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-27",-68.18229706,44.34310574,"RAM",2019,25,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-26",-68.28860457,44.32545225,"RAM",2019,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-28",-68.2929369,44.38005757,"RAM",2019,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","Great Meadow (IAH)",-68.61602787,44.04849142,"Sentinel",2011,40,0.04,FALSE
"Kalmia angustifolia","sheep laurel","RAM-12",-68.31633807,44.41337469,"RAM",2018,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-20",-68.34977938,44.25974494,"RAM",2018,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","New Mills Meadow",-68.23956376,44.390978,"Sentinel",2011,40,0.04,FALSE
"Kalmia angustifolia","sheep laurel","RAM-29",-68.37987394,44.3424227,"RAM",2019,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-14",-68.31592878,44.41210554,"RAM",2018,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-30",-68.23693131,44.38148925,"RAM",2019,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","Duck Pond",-68.37978134,44.319544,"Sentinel",2011,100,1.66,FALSE
"Kalmia angustifolia","sheep laurel","RAM-18",-68.29573187,44.37963654,"RAM",2018,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-17",-68.25500862,44.38420813,"RAM",2018,25,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-24",-68.3101661,44.23782062,"RAM",2019,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","Hodgdon Swamp",-68.39378049,44.32866631,"Sentinel",2011,100,0.1,FALSE
"Kalmia angustifolia","sheep laurel","Western Mtn. Swamp",-68.36793572,44.28553673,"Sentinel",2011,80,0.08,FALSE
"Kalmia angustifolia","sheep laurel","Big Heath",-68.32040359,44.23614962,"Sentinel",2011,100,0.1,FALSE
"Kalmia angustifolia","sheep laurel","RAM-25",-68.34868052,44.28223972,"RAM",2019,25,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-23",-68.24042204,44.39152054,"RAM",2019,100,NA,FALSE
"Kalmia polifolia","bog laurel","RAM-28",-68.2929369,44.38005757,"RAM",2019,100,NA,FALSE
"Kalmia polifolia","bog laurel","New Mills Meadow",-68.23956376,44.390978,"Sentinel",2011,20,0.02,FALSE
"Kalmia polifolia","bog laurel","Big Heath",-68.32040359,44.23614962,"Sentinel",2011,100,0.1,FALSE
"Kalmia polifolia","bog laurel","Duck Pond",-68.37978134,44.319544,"Sentinel",2011,40,0.04,FALSE
"Kalmia polifolia","bog laurel","RAM-18",-68.29573187,44.37963654,"RAM",2018,100,NA,FALSE
"Kalmia polifolia","bog laurel","RAM-24",-68.3101661,44.23782062,"RAM",2019,50,NA,FALSE
"Kalmia polifolia","bog laurel","RAM-23",-68.24042204,44.39152054,"RAM",2019,50,NA,FALSE
"Kalmia polifolia","bog laurel","Frazer Fen",-68.06153589,44.36231448,"Sentinel",2011,40,0.04,FALSE
"Larix laricina","tamarack","Duck Pond",-68.37978134,44.319544,"Sentinel",2011,100,0.46,FALSE
"Larix laricina","tamarack","Hodgdon Swamp",-68.39378049,44.32866631,"Sentinel",2011,100,0.1,FALSE
"Larix laricina","tamarack","RAM-29",-68.37987394,44.3424227,"RAM",2019,50,NA,FALSE
"Larix laricina","tamarack","RAM-21",-68.35327308,44.27259396,"RAM",2019,50,NA,FALSE
"Larix laricina","tamarack","Heath Brook",-68.36971394,44.27832207,"Sentinel",2011,20,0.02,FALSE
"Larix laricina","tamarack","RAM-28",-68.2929369,44.38005757,"RAM",2019,100,NA,FALSE
"Larix laricina","tamarack","RAM-20",-68.34977938,44.25974494,"RAM",2018,100,NA,FALSE
"Larix laricina","tamarack","Big Heath",-68.32040359,44.23614962,"Sentinel",2011,40,0.22,FALSE
"Larix laricina","tamarack","RAM-25",-68.34868052,44.28223972,"RAM",2019,100,NA,FALSE
"Larix laricina","tamarack","RAM-24",-68.3101661,44.23782062,"RAM",2019,100,NA,FALSE
"Larix laricina","tamarack","RAM-26",-68.28860457,44.32545225,"RAM",2019,100,NA,FALSE
"Larix laricina","tamarack","RAM-14",-68.31592878,44.41210554,"RAM",2018,50,NA,FALSE
"Larix laricina","tamarack","RAM-18",-68.29573187,44.37963654,"RAM",2018,100,NA,FALSE
"Larix laricina","tamarack","RAM-12",-68.31633807,44.41337469,"RAM",2018,50,NA,FALSE
"Larix laricina","tamarack","RAM-11",-68.06659455,44.35799607,"RAM",2018,100,NA,FALSE
"Larix laricina","tamarack","Western Mtn. Swamp",-68.36793572,44.28553673,"Sentinel",2011,100,1.24,FALSE
"Larix laricina","tamarack","Frazer Fen",-68.06153589,44.36231448,"Sentinel",2011,100,14.8,FALSE
"Larix laricina","tamarack","RAM-16",-68.3481271,44.27841031,"RAM",2018,100,NA,FALSE
"Leersia oryzoides","rice cut grass","RAM-16",-68.3481271,44.27841031,"RAM",2018,50,NA,FALSE
"Linnaea borealis","twinflower","RAM-21",-68.35327308,44.27259396,"RAM",2019,100,NA,FALSE
"Linnaea borealis","twinflower","Little Hunter's Brook",-68.2134901,44.30421097,"Sentinel",2011,20,0.4,FALSE
"Linnaea borealis","twinflower","RAM-22",-68.3841871,44.33756254,"RAM",2019,50,NA,FALSE
"Lonicera villosa","mountain fly honeysuckle","RAM-23",-68.24042204,44.39152054,"RAM",2019,50,NA,FALSE
"Lonicera villosa","mountain fly honeysuckle","RAM-25",-68.34868052,44.28223972,"RAM",2019,100,NA,FALSE
"Lycopodium dendroideum","tree groundpine","RAM-26",-68.28860457,44.32545225,"RAM",2019,25,NA,FALSE
"Lycopodium obscurum","rare clubmoss","RAM-15",-68.39214231,44.29095012,"RAM",2018,50,NA,FALSE
"Lycopus americanus","waterhorehound","RAM-21",-68.35327308,44.27259396,"RAM",2019,100,NA,FALSE
"Lycopus uniflorus","northern bugleweed","RAM-13",-68.2118443,44.36900451,"RAM",2018,25,NA,FALSE
"Lycopus uniflorus","northern bugleweed","RAM-27",-68.18229706,44.34310574,"RAM",2019,100,NA,FALSE
"Lycopus uniflorus","northern bugleweed","RAM-15",-68.39214231,44.29095012,"RAM",2018,25,NA,FALSE
"Lycopus uniflorus","northern bugleweed","RAM-11",-68.06659455,44.35799607,"RAM",2018,75,NA,FALSE
"Lycopus uniflorus","northern bugleweed","RAM-30",-68.23693131,44.38148925,"RAM",2019,25,NA,FALSE
"Lycopus uniflorus","northern bugleweed","Little Hunter's Brook",-68.2134901,44.30421097,"Sentinel",2011,40,0.04,FALSE
"Lycopus uniflorus","northern bugleweed","RAM-26",-68.28860457,44.32545225,"RAM",2019,25,NA,FALSE
"Lysimachia terrestris","earth loosestrife","Gilmore Meadow",-68.27163738,44.36272678,"Sentinel",2011,20,0.02,FALSE
"Lysimachia terrestris","earth loosestrife","RAM-11",-68.06659455,44.35799607,"RAM",2018,100,NA,FALSE
"Lysimachia terrestris","earth loosestrife","RAM-30",-68.23693131,44.38148925,"RAM",2019,75,NA,FALSE
"Lysimachia terrestris","earth loosestrife","RAM-26",-68.28860457,44.32545225,"RAM",2019,50,NA,FALSE
"Lysimachia terrestris","earth loosestrife","RAM-19",-68.20691532,44.36620222,"RAM",2018,100,NA,FALSE
"Lysimachia terrestris","earth loosestrife","RAM-17",-68.25500862,44.38420813,"RAM",2018,25,NA,FALSE
"Lysimachia terrestris","earth loosestrife","RAM-13",-68.2118443,44.36900451,"RAM",2018,75,NA,FALSE
"Lysimachia terrestris","earth loosestrife","RAM-25",-68.34868052,44.28223972,"RAM",2019,75,NA,FALSE
"Lysimachia terrestris","earth loosestrife","RAM-21",-68.35327308,44.27259396,"RAM",2019,100,NA,FALSE
"Lysimachia terrestris","earth loosestrife","RAM-15",-68.39214231,44.29095012,"RAM",2018,100,NA,FALSE
"Lysimachia terrestris","earth loosestrife","RAM-27",-68.18229706,44.34310574,"RAM",2019,100,NA,FALSE
"Lysimachia terrestris","earth loosestrife","RAM-16",-68.3481271,44.27841031,"RAM",2018,100,NA,FALSE
"Lysimachia terrestris","earth loosestrife","Duck Pond",-68.37978134,44.319544,"Sentinel",2011,40,0.04,FALSE
"Maianthemum canadense","Canada mayflower","RAM-26",-68.28860457,44.32545225,"RAM",2019,100,NA,FALSE
"Maianthemum canadense","Canada mayflower","RAM-22",-68.3841871,44.33756254,"RAM",2019,100,NA,FALSE
"Maianthemum canadense","Canada mayflower","Hodgdon Swamp",-68.39378049,44.32866631,"Sentinel",2011,40,0.04,FALSE
"Maianthemum canadense","Canada mayflower","RAM-15",-68.39214231,44.29095012,"RAM",2018,100,NA,FALSE
"Maianthemum canadense","Canada mayflower","Western Mtn. Swamp",-68.36793572,44.28553673,"Sentinel",2011,20,0.02,FALSE
"Maianthemum canadense","Canada mayflower","RAM-21",-68.35327308,44.27259396,"RAM",2019,75,NA,FALSE
"Maianthemum canadense","Canada mayflower","RAM-25",-68.34868052,44.28223972,"RAM",2019,25,NA,FALSE
"Maianthemum canadense","Canada mayflower","RAM-24",-68.3101661,44.23782062,"RAM",2019,50,NA,FALSE
"Maianthemum canadense","Canada mayflower","RAM-16",-68.3481271,44.27841031,"RAM",2018,25,NA,FALSE
"Maianthemum canadense","Canada mayflower","RAM-28",-68.2929369,44.38005757,"RAM",2019,50,NA,FALSE
"Maianthemum canadense","Canada mayflower","RAM-30",-68.23693131,44.38148925,"RAM",2019,100,NA,FALSE
"Maianthemum canadense","Canada mayflower","RAM-29",-68.37987394,44.3424227,"RAM",2019,100,NA,FALSE
"Maianthemum canadense","Canada mayflower","RAM-20",-68.34977938,44.25974494,"RAM",2018,25,NA,FALSE
"Maianthemum trifolium","threeleaf false lily of the valley","Hodgdon Swamp",-68.39378049,44.32866631,"Sentinel",2011,40,0.22,FALSE
"Maianthemum trifolium","threeleaf false lily of the valley","RAM-11",-68.06659455,44.35799607,"RAM",2018,100,NA,FALSE
"Maianthemum trifolium","threeleaf false lily of the valley","RAM-30",-68.23693131,44.38148925,"RAM",2019,25,NA,FALSE
"Maianthemum trifolium","threeleaf false lily of the valley","RAM-24",-68.3101661,44.23782062,"RAM",2019,25,NA,FALSE
"Maianthemum trifolium","threeleaf false lily of the valley","Duck Pond",-68.37978134,44.319544,"Sentinel",2011,20,0.02,FALSE
"Maianthemum trifolium","threeleaf false lily of the valley","RAM-20",-68.34977938,44.25974494,"RAM",2018,50,NA,FALSE
"Maianthemum trifolium","threeleaf false lily of the valley","RAM-29",-68.37987394,44.3424227,"RAM",2019,75,NA,FALSE
"Medeola virginiana","Indian cucumber","RAM-15",-68.39214231,44.29095012,"RAM",2018,25,NA,FALSE
"Melampyrum lineare","narrowleaf cowwheat","RAM-22",-68.3841871,44.33756254,"RAM",2019,25,NA,FALSE
"Mitchella repens","partridgeberry","Western Mtn. Swamp",-68.36793572,44.28553673,"Sentinel",2011,20,0.02,FALSE
"Mitchella repens","partridgeberry","RAM-22",-68.3841871,44.33756254,"RAM",2019,100,NA,FALSE
"Mitchella repens","partridgeberry","RAM-26",-68.28860457,44.32545225,"RAM",2019,75,NA,FALSE
"Mitchella repens","partridgeberry","RAM-15",-68.39214231,44.29095012,"RAM",2018,25,NA,FALSE
"Monotropa uniflora","Indianpipe","RAM-16",-68.3481271,44.27841031,"RAM",2018,75,NA,FALSE
"Monotropa uniflora","Indianpipe","RAM-20",-68.34977938,44.25974494,"RAM",2018,25,NA,FALSE
"Morella pensylvanica","northern bayberry","RAM-26",-68.28860457,44.32545225,"RAM",2019,25,NA,FALSE
"Morella pensylvanica","northern bayberry","Little Hunter's Brook",-68.2134901,44.30421097,"Sentinel",2011,20,0.4,FALSE
"Morella pensylvanica","northern bayberry","Hodgdon Swamp",-68.39378049,44.32866631,"Sentinel",2011,100,5.24,FALSE
"Morella pensylvanica","northern bayberry","Western Mtn. Swamp",-68.36793572,44.28553673,"Sentinel",2011,20,0.02,FALSE
"Morella pensylvanica","northern bayberry","Frazer Fen",-68.06153589,44.36231448,"Sentinel",2011,40,1,FALSE
"Morella pensylvanica","northern bayberry","RAM-18",-68.29573187,44.37963654,"RAM",2018,25,NA,FALSE
"Morella pensylvanica","northern bayberry","RAM-15",-68.39214231,44.29095012,"RAM",2018,100,NA,FALSE
"Muhlenbergia uniflora","bog muhly","RAM-23",-68.24042204,44.39152054,"RAM",2019,75,NA,FALSE
"Muhlenbergia uniflora","bog muhly","New Mills Meadow",-68.23956376,44.390978,"Sentinel",2011,100,0.1,FALSE
"Muhlenbergia uniflora","bog muhly","Duck Pond",-68.37978134,44.319544,"Sentinel",2011,20,0.4,FALSE
"Muhlenbergia uniflora","bog muhly","Great Meadow (IAH)",-68.61602787,44.04849142,"Sentinel",2011,40,0.04,FALSE
"Myrica gale","sweetgale","RAM-28",-68.2929369,44.38005757,"RAM",2019,50,NA,FALSE
"Myrica gale","sweetgale","Big Heath",-68.32040359,44.23614962,"Sentinel",2011,60,0.06,FALSE
"Myrica gale","sweetgale","RAM-24",-68.3101661,44.23782062,"RAM",2019,100,NA,FALSE
"Myrica gale","sweetgale","RAM-16",-68.3481271,44.27841031,"RAM",2018,100,NA,FALSE
"Myrica gale","sweetgale","RAM-21",-68.35327308,44.27259396,"RAM",2019,75,NA,FALSE
"Myrica gale","sweetgale","Duck Pond",-68.37978134,44.319544,"Sentinel",2011,100,4.8,FALSE
"Myrica gale","sweetgale","Heath Brook",-68.36971394,44.27832207,"Sentinel",2011,100,74,FALSE
"Myrica gale","sweetgale","RAM-25",-68.34868052,44.28223972,"RAM",2019,50,NA,FALSE
"Myrica gale","sweetgale","New Mills Meadow",-68.23956376,44.390978,"Sentinel",2011,100,45,FALSE
"Myrica gale","sweetgale","RAM-19",-68.20691532,44.36620222,"RAM",2018,100,NA,FALSE
"Myrica gale","sweetgale","RAM-17",-68.25500862,44.38420813,"RAM",2018,25,NA,FALSE
"Myrica gale","sweetgale","RAM-11",-68.06659455,44.35799607,"RAM",2018,50,NA,FALSE
"Myrica gale","sweetgale","RAM-18",-68.29573187,44.37963654,"RAM",2018,100,NA,FALSE
"Myrica gale","sweetgale","RAM-26",-68.28860457,44.32545225,"RAM",2019,25,NA,FALSE
"Myrica gale","sweetgale","Great Meadow (IAH)",-68.61602787,44.04849142,"Sentinel",2011,100,7,FALSE
"Myrica gale","sweetgale","Gilmore Meadow",-68.27163738,44.36272678,"Sentinel",2011,100,35.02,FALSE
"Myrica gale","sweetgale","RAM-23",-68.24042204,44.39152054,"RAM",2019,100,NA,FALSE
"Nuphar variegata","spatterdock","RAM-27",-68.18229706,44.34310574,"RAM",2019,75,NA,FALSE
"Nuphar variegata","spatterdock","Big Heath",-68.32040359,44.23614962,"Sentinel",2011,20,0.6,FALSE
"Nuphar variegata","spatterdock","RAM-16",-68.3481271,44.27841031,"RAM",2018,25,NA,FALSE
"Nuphar variegata","spatterdock","RAM-19",-68.20691532,44.36620222,"RAM",2018,75,NA,FALSE
"Nuphar variegata","spatterdock","RAM-17",-68.25500862,44.38420813,"RAM",2018,25,NA,FALSE
"Nuphar variegata","spatterdock","Gilmore Meadow",-68.27163738,44.36272678,"Sentinel",2011,20,0.02,FALSE
"Oclemena acuminata","whorled wood aster","Western Mtn. Swamp",-68.36793572,44.28553673,"Sentinel",2011,20,0.02,FALSE
"Oclemena acuminata","whorled wood aster","RAM-15",-68.39214231,44.29095012,"RAM",2018,100,NA,FALSE
"Oclemena acuminata","whorled wood aster","RAM-11",-68.06659455,44.35799607,"RAM",2018,75,NA,FALSE
"Oclemena acuminata","whorled wood aster","RAM-21",-68.35327308,44.27259396,"RAM",2019,25,NA,FALSE
"Oclemena acuminata","whorled wood aster","RAM-30",-68.23693131,44.38148925,"RAM",2019,100,NA,FALSE
"Oclemena nemoralis","bog aster","New Mills Meadow",-68.23956376,44.390978,"Sentinel",2011,100,9.4,FALSE
"Oclemena nemoralis","bog aster","RAM-26",-68.28860457,44.32545225,"RAM",2019,100,NA,FALSE
"Oclemena nemoralis","bog aster","Western Mtn. Swamp",-68.36793572,44.28553673,"Sentinel",2011,20,0.02,FALSE
"Oclemena nemoralis","bog aster","RAM-23",-68.24042204,44.39152054,"RAM",2019,100,NA,FALSE
"Oclemena nemoralis","bog aster","Great Meadow (IAH)",-68.61602787,44.04849142,"Sentinel",2011,100,1.42,FALSE
"Oclemena nemoralis","bog aster","RAM-17",-68.25500862,44.38420813,"RAM",2018,25,NA,FALSE
"Oclemena nemoralis","bog aster","RAM-24",-68.3101661,44.23782062,"RAM",2019,100,NA,FALSE
"Oclemena nemoralis","bog aster","RAM-11",-68.06659455,44.35799607,"RAM",2018,100,NA,FALSE
"Oclemena nemoralis","bog aster","RAM-18",-68.29573187,44.37963654,"RAM",2018,100,NA,FALSE
"Oclemena nemoralis","bog aster","Duck Pond",-68.37978134,44.319544,"Sentinel",2011,80,1.6,FALSE
"Oclemena nemoralis","bog aster","RAM-30",-68.23693131,44.38148925,"RAM",2019,25,NA,FALSE
"Oclemena nemoralis","bog aster","RAM-27",-68.18229706,44.34310574,"RAM",2019,25,NA,FALSE
"Oclemena X blakei","Blake's aster","RAM-22",-68.3841871,44.33756254,"RAM",2019,100,NA,FALSE
"Oclemena X blakei","Blake's aster","RAM-26",-68.28860457,44.32545225,"RAM",2019,100,NA,FALSE
"Oclemena X blakei","Blake's aster","RAM-30",-68.23693131,44.38148925,"RAM",2019,100,NA,FALSE
"Oclemena X blakei","Blake's aster","RAM-16",-68.3481271,44.27841031,"RAM",2018,50,NA,FALSE
"Oclemena X blakei","Blake's aster","Hodgdon Swamp",-68.39378049,44.32866631,"Sentinel",2011,20,0.02,FALSE
"Oclemena X blakei","Blake's aster","RAM-29",-68.37987394,44.3424227,"RAM",2019,100,NA,FALSE
"Oclemena X blakei","Blake's aster","Western Mtn. Swamp",-68.36793572,44.28553673,"Sentinel",2011,40,0.04,FALSE
"Oclemena X blakei","Blake's aster","RAM-15",-68.39214231,44.29095012,"RAM",2018,100,NA,FALSE
"Onoclea sensibilis","sensitive fern","RAM-15",-68.39214231,44.29095012,"RAM",2018,100,NA,FALSE
"Onoclea sensibilis","sensitive fern","RAM-30",-68.23693131,44.38148925,"RAM",2019,25,NA,FALSE
"Onoclea sensibilis","sensitive fern","RAM-21",-68.35327308,44.27259396,"RAM",2019,100,NA,FALSE
"Onoclea sensibilis","sensitive fern","RAM-16",-68.3481271,44.27841031,"RAM",2018,25,NA,FALSE
"Onoclea sensibilis","sensitive fern","RAM-13",-68.2118443,44.36900451,"RAM",2018,25,NA,FALSE
"Onoclea sensibilis","sensitive fern","RAM-25",-68.34868052,44.28223972,"RAM",2019,50,NA,FALSE
"Oryzopsis asperifolia","roughleaf ricegrass","RAM-26",-68.28860457,44.32545225,"RAM",2019,25,NA,FALSE
"Osmunda claytoniana","interrupted fern","RAM-15",-68.39214231,44.29095012,"RAM",2018,100,NA,FALSE
"Osmunda claytoniana","interrupted fern","Little Hunter's Brook",-68.2134901,44.30421097,"Sentinel",2011,20,0.02,FALSE
"Osmunda claytoniana","interrupted fern","RAM-26",-68.28860457,44.32545225,"RAM",2019,25,NA,FALSE
"Osmunda regalis","royal fern","Western Mtn. Swamp",-68.36793572,44.28553673,"Sentinel",2011,100,13.4,FALSE
"Osmunda regalis","royal fern","RAM-23",-68.24042204,44.39152054,"RAM",2019,75,NA,FALSE
"Osmunda regalis","royal fern","RAM-22",-68.3841871,44.33756254,"RAM",2019,75,NA,FALSE
"Osmunda regalis","royal fern","RAM-13",-68.2118443,44.36900451,"RAM",2018,50,NA,FALSE
"Osmunda regalis","royal fern","RAM-26",-68.28860457,44.32545225,"RAM",2019,100,NA,FALSE
"Osmunda regalis","royal fern","RAM-21",-68.35327308,44.27259396,"RAM",2019,25,NA,FALSE
"Osmunda regalis","royal fern","Hodgdon Swamp",-68.39378049,44.32866631,"Sentinel",2011,40,3.2,FALSE
"Osmunda regalis","royal fern","RAM-30",-68.23693131,44.38148925,"RAM",2019,100,NA,FALSE
"Osmundastrum cinnamomea","cinnamon fern","RAM-11",-68.06659455,44.35799607,"RAM",2018,25,NA,FALSE
"Osmundastrum cinnamomea","cinnamon fern","RAM-21",-68.35327308,44.27259396,"RAM",2019,100,NA,FALSE
"Osmundastrum cinnamomea","cinnamon fern","RAM-15",-68.39214231,44.29095012,"RAM",2018,100,NA,FALSE
"Osmundastrum cinnamomea","cinnamon fern","Frazer Fen",-68.06153589,44.36231448,"Sentinel",2011,40,7.6,FALSE
"Osmundastrum cinnamomea","cinnamon fern","RAM-16",-68.3481271,44.27841031,"RAM",2018,100,NA,FALSE
"Osmundastrum cinnamomea","cinnamon fern","RAM-25",-68.34868052,44.28223972,"RAM",2019,50,NA,FALSE
"Osmundastrum cinnamomea","cinnamon fern","RAM-13",-68.2118443,44.36900451,"RAM",2018,25,NA,FALSE
"Osmundastrum cinnamomea","cinnamon fern","Western Mtn. Swamp",-68.36793572,44.28553673,"Sentinel",2011,80,13.84,FALSE
"Osmundastrum cinnamomea","cinnamon fern","RAM-30",-68.23693131,44.38148925,"RAM",2019,100,NA,FALSE
"Osmundastrum cinnamomea","cinnamon fern","RAM-20",-68.34977938,44.25974494,"RAM",2018,100,NA,FALSE
"Osmundastrum cinnamomea","cinnamon fern","RAM-22",-68.3841871,44.33756254,"RAM",2019,100,NA,FALSE
"Osmundastrum cinnamomea","cinnamon fern","RAM-26",-68.28860457,44.32545225,"RAM",2019,100,NA,FALSE
"Osmundastrum cinnamomea","cinnamon fern","Hodgdon Swamp",-68.39378049,44.32866631,"Sentinel",2011,100,43,FALSE
"Osmundastrum cinnamomea","cinnamon fern","RAM-29",-68.37987394,44.3424227,"RAM",2019,100,NA,FALSE
"Oxalis montana","mountain woodsorrel","RAM-21",-68.35327308,44.27259396,"RAM",2019,50,NA,FALSE
"Oxalis stricta","common yellow oxalis","RAM-16",-68.3481271,44.27841031,"RAM",2018,50,NA,FALSE
"Oxalis stricta","common yellow oxalis","RAM-21",-68.35327308,44.27259396,"RAM",2019,100,NA,FALSE
"Persicaria sagittata","arrowleaf tearthumb","RAM-25",-68.34868052,44.28223972,"RAM",2019,25,NA,FALSE
"Persicaria sagittata","arrowleaf tearthumb","RAM-21",-68.35327308,44.27259396,"RAM",2019,100,NA,FALSE
"Persicaria","smartweed","RAM-21",-68.35327308,44.27259396,"RAM",2019,25,NA,FALSE
"Phegopteris connectilis","northern beech fern","RAM-15",-68.39214231,44.29095012,"RAM",2018,50,NA,FALSE
"Picea glauca","white spruce","RAM-25",-68.34868052,44.28223972,"RAM",2019,25,NA,FALSE
"Picea glauca","white spruce","RAM-16",-68.3481271,44.27841031,"RAM",2018,100,NA,FALSE
"Picea glauca","white spruce","RAM-14",-68.31592878,44.41210554,"RAM",2018,25,NA,FALSE
"Picea glauca","white spruce","RAM-21",-68.35327308,44.27259396,"RAM",2019,50,NA,FALSE
"Picea mariana","black spruce","RAM-16",-68.3481271,44.27841031,"RAM",2018,100,NA,FALSE
"Picea mariana","black spruce","Great Meadow (IAH)",-68.61602787,44.04849142,"Sentinel",2011,20,0.02,FALSE
"Picea mariana","black spruce","RAM-18",-68.29573187,44.37963654,"RAM",2018,100,NA,FALSE
"Picea mariana","black spruce","RAM-30",-68.23693131,44.38148925,"RAM",2019,25,NA,FALSE
"Picea mariana","black spruce","Western Mtn. Swamp",-68.36793572,44.28553673,"Sentinel",2011,20,0.6,FALSE
"Picea mariana","black spruce","Hodgdon Swamp",-68.39378049,44.32866631,"Sentinel",2011,100,7.6,FALSE
"Picea mariana","black spruce","RAM-29",-68.37987394,44.3424227,"RAM",2019,100,NA,FALSE
"Picea mariana","black spruce","Frazer Fen",-68.06153589,44.36231448,"Sentinel",2011,100,7.2,FALSE
"Picea mariana","black spruce","RAM-24",-68.3101661,44.23782062,"RAM",2019,100,NA,FALSE
"Picea mariana","black spruce","Big Heath",-68.32040359,44.23614962,"Sentinel",2011,80,2.4,FALSE
"Picea mariana","black spruce","RAM-14",-68.31592878,44.41210554,"RAM",2018,100,NA,FALSE
"Picea mariana","black spruce","Little Hunter's Brook",-68.2134901,44.30421097,"Sentinel",2011,40,0.62,FALSE
"Picea mariana","black spruce","RAM-20",-68.34977938,44.25974494,"RAM",2018,100,NA,FALSE
"Picea mariana","black spruce","RAM-28",-68.2929369,44.38005757,"RAM",2019,100,NA,FALSE
"Picea mariana","black spruce","RAM-21",-68.35327308,44.27259396,"RAM",2019,100,NA,FALSE
"Picea mariana","black spruce","RAM-26",-68.28860457,44.32545225,"RAM",2019,100,NA,FALSE
"Picea mariana","black spruce","Duck Pond",-68.37978134,44.319544,"Sentinel",2011,100,0.48,FALSE
"Picea mariana","black spruce","RAM-22",-68.3841871,44.33756254,"RAM",2019,100,NA,FALSE
"Picea mariana","black spruce","RAM-11",-68.06659455,44.35799607,"RAM",2018,100,NA,FALSE
"Picea rubens","red spruce","RAM-29",-68.37987394,44.3424227,"RAM",2019,100,NA,FALSE
