"site.name","local.id","site.type","year","xcoord","ycoord","species","plant.code","strata","avg.cov","coc","nativity","stress.tol","notes"
"RAM #06","R-06","RAM",2012,551129.094346,4903869.19435,"Gaultheria hispidula","GAHI2",3,0.1,6.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2012,551129.094346,4903869.19435,"Glyceria","GLYCE",4,1,4.75,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2012,551129.094346,4903869.19435,"Iris versicolor","IRVE2",4,0.1,3,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2012,551129.094346,4903869.19435,"Lysimachia terrestris","LYTE2",3,0.1,3,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2012,551129.094346,4903869.19435,"Maianthemum canadense","MACA4",3,0.1,3,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2012,551129.094346,4903869.19435,"Osmundastrum cinnamomea","OSCI2",4,50,3.5,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2012,551129.094346,4903869.19435,"Picea mariana","PIMA",7,0.1,6,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2012,551129.094346,4903869.19435,"Thuja occidentalis","THOC2",7,45,4.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2012,551129.094346,4903869.19435,"Trientalis borealis","TRBO2",3,0.1,4.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Abies balsamea","ABBA",7,1,2.5,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Acer rubrum","ACRU",7,5,2.5,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Alnus incana ssp. Rugosa","ALINR",5,7,2.5,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Betula alleghaniensis","BEAL2",7,0.1,5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Calamagrostis canadensis","CACA4",4,1,2.33,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Carex stricta","CAST8",4,0.1,4.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Carex trisperma","CATR10",3,10,5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Coptis trifolia","COTR2",3,0.1,5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Cornus canadensis","COCA13",3,0.1,5.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Glyceria striata","GLST",4,2,3.5,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Ilex verticillata","ILVE",5,5,3,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Iris versicolor","IRVE2",4,0.1,3,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Kalmia angustifolia","KAAN",5,1,2,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Larix laricina","LALA",5,0.1,4.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Lysimachia terrestris","LYTE2",3,2,3,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Maianthemum trifolium","MATR4",3,2,7.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Osmundastrum cinnamomea","OSCI2",4,60,3.5,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Picea mariana","PIMA",5,1,6,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Picea mariana","PIMA",7,1,6,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Picea rubens","PIRU",7,5,4,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Thelypteris palustris","THPA",3,0.1,4.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Thuja occidentalis","THOC2",5,4,4.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2017,551129.094346,4903869.19435,"Thuja occidentalis","THOC2",7,50,4.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Abies balsamea","ABBA",7,0.1,2.5,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Acer rubrum","ACRU",7,10,2.5,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Alnus incana","ALIN2",5,7,2.5,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Betula alleghaniensis","BEAL2",7,3,5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Betula cordifolia","BECO3",7,0.1,5.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Calamagrostis canadensis","CACA4",4,3,2.33,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Carex stricta","CAST8",4,0.1,4.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Carex trisperma","CATR10",3,8,5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Coptis trifolia","COTR2",3,1,5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Cornus canadensis","COCA13",3,5,5.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Eriophorum virginicum","ERVI8",4,0.1,6.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Glyceria striata","GLST",4,1,3.5,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Ilex mucronata","ILMU",5,2,4.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Iris versicolor","IRVE2",4,0.1,3,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Kalmia angustifolia","KAAN",5,1,2,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Lycopus uniflorus","LYUN",3,1,4,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Lysimachia terrestris","LYTE2",3,3,3,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Maianthemum trifolium","MATR4",3,1,7.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Osmundastrum cinnamomea","OSCI2",4,60,3.5,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Picea mariana","PIMA",5,8,6,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Picea mariana","PIMA",7,3,6,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Rubus hispidus","RUHI",5,2,3,"native",1,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Thuja occidentalis","THOC2",5,15,4.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #06","R-06","RAM",2022,551129.094346,4903869.19435,"Thuja occidentalis","THOC2",7,52,4.5,"native",0,"Off Western Mtn Road- buffer outside of park"
"RAM #07","R-07","RAM",2012,554225.92235,4898883.54017,"Carex trisperma","CATR10",3,5,5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2012,554225.92235,4898883.54017,"Cornus canadensis","COCA13",3,5,5.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2012,554225.92235,4898883.54017,"Drosera rotundifolia","DRRO",3,0.1,4,"native",1,"Big Heath #2"
"RAM #07","R-07","RAM",2012,554225.92235,4898883.54017,"Gaylussacia baccata","GABA",5,20,5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2012,554225.92235,4898883.54017,"Ilex mucronata","ILMU",5,60,4.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2012,554225.92235,4898883.54017,"Larix laricina","LALA",5,10,4.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2012,554225.92235,4898883.54017,"Maianthemum trifolium","MATR4",3,0.1,7.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2012,554225.92235,4898883.54017,"Picea mariana","PIMA",5,2,6,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2012,554225.92235,4898883.54017,"Rhododendron groenlandicum","RHGR3",5,5,6.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2012,554225.92235,4898883.54017,"Symplocarpus foetidus","SYFO",3,5,5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2012,554225.92235,4898883.54017,"Trientalis borealis","TRBO2",3,0.1,4.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2012,554225.92235,4898883.54017,"Vaccinium corymbosum","VACO",5,10,4,"native",1,"Big Heath #2"
"RAM #07","R-07","RAM",2017,554225.92235,4898883.54017,"Acer rubrum","ACRU",7,3,2.5,"native",1,"Big Heath #2"
"RAM #07","R-07","RAM",2017,554225.92235,4898883.54017,"Carex trisperma","CATR10",3,5,5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2017,554225.92235,4898883.54017,"Cornus canadensis","COCA13",3,0.1,5.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2017,554225.92235,4898883.54017,"Gaylussacia baccata","GABA",5,15,5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2017,554225.92235,4898883.54017,"Ilex mucronata","ILMU",5,60,4.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2017,554225.92235,4898883.54017,"Larix laricina","LALA",7,25,4.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2017,554225.92235,4898883.54017,"Maianthemum canadense","MACA4",3,0.1,3,"native",1,"Big Heath #2"
"RAM #07","R-07","RAM",2017,554225.92235,4898883.54017,"Maianthemum trifolium","MATR4",3,0.1,7.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2017,554225.92235,4898883.54017,"Myrica gale","MYGA",5,3,5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2017,554225.92235,4898883.54017,"Picea mariana","PIMA",5,5,6,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2017,554225.92235,4898883.54017,"Picea mariana","PIMA",7,5,6,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2017,554225.92235,4898883.54017,"Symplocarpus foetidus","SYFO",3,10,5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2017,554225.92235,4898883.54017,"Thuja occidentalis","THOC2",7,1,4.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2017,554225.92235,4898883.54017,"Trientalis borealis","TRBO2",3,0.1,4.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2017,554225.92235,4898883.54017,"Vaccinium corymbosum","VACO",5,25,4,"native",1,"Big Heath #2"
"RAM #07","R-07","RAM",2017,554225.92235,4898883.54017,"Viburnum nudum var. cassinoides","VINUC",5,1,4.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2022,554225.92235,4898883.54017,"Acer rubrum","ACRU",7,7,2.5,"native",1,"Big Heath #2"
"RAM #07","R-07","RAM",2022,554225.92235,4898883.54017,"Aralia nudicaulis","ARNU2",3,0.1,4,"native",1,"Big Heath #2"
"RAM #07","R-07","RAM",2022,554225.92235,4898883.54017,"Betula populifolia","BEPO",7,0.1,2,"native",1,"Big Heath #2"
"RAM #07","R-07","RAM",2022,554225.92235,4898883.54017,"Carex trisperma","CATR10",3,20,5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2022,554225.92235,4898883.54017,"Cornus canadensis","COCA13",3,3,5.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2022,554225.92235,4898883.54017,"Gaylussacia baccata","GABA",5,60,5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2022,554225.92235,4898883.54017,"Ilex mucronata","ILMU",5,30,4.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2022,554225.92235,4898883.54017,"Kalmia angustifolia","KAAN",5,12,2,"native",1,"Big Heath #2"
"RAM #07","R-07","RAM",2022,554225.92235,4898883.54017,"Larix laricina","LALA",7,25,4.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2022,554225.92235,4898883.54017,"Maianthemum trifolium","MATR4",3,2,7.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2022,554225.92235,4898883.54017,"Picea mariana","PIMA",7,4,6,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2022,554225.92235,4898883.54017,"Rhododendron canadense","RHCA6",5,12,5.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2022,554225.92235,4898883.54017,"Rhododendron groenlandicum","RHGR3",5,8,6.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2022,554225.92235,4898883.54017,"Symplocarpus foetidus","SYFO",3,10,5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2022,554225.92235,4898883.54017,"Thuja occidentalis","THOC2",7,1,4.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2022,554225.92235,4898883.54017,"Trientalis borealis","TRBO2",3,1,4.5,"native",0,"Big Heath #2"
"RAM #07","R-07","RAM",2022,554225.92235,4898883.54017,"Vaccinium corymbosum","VACO",5,6,4,"native",1,"Big Heath #2"
"RAM #08","R-08","RAM",2012,553930.395025,4898479.46372,"Ilex mucronata","ILMU",5,20,4.5,"native",0,"Big Heath #3"
"RAM #08","R-08","RAM",2012,553930.395025,4898479.46372,"Kalmia angustifolia","KAAN",5,20,2,"native",1,"Big Heath #3"
"RAM #08","R-08","RAM",2012,553930.395025,4898479.46372,"Larix laricina","LALA",5,15,4.5,"native",0,"Big Heath #3"
"RAM #08","R-08","RAM",2012,553930.395025,4898479.46372,"Picea mariana","PIMA",5,75,6,"native",0,"Big Heath #3"
"RAM #08","R-08","RAM",2012,553930.395025,4898479.46372,"Rhododendron canadense","RHCA6",5,35,5.5,"native",0,"Big Heath #3"
"RAM #08","R-08","RAM",2012,553930.395025,4898479.46372,"Rhododendron groenlandicum","RHGR3",5,12,6.5,"native",0,"Big Heath #3"
"RAM #08","R-08","RAM",2017,553930.395025,4898479.46372,"Gaylussacia baccata","GABA",5,10,5,"native",0,"Big Heath #3"
"RAM #08","R-08","RAM",2017,553930.395025,4898479.46372,"Kalmia angustifolia","KAAN",5,25,2,"native",1,"Big Heath #3"
"RAM #08","R-08","RAM",2017,553930.395025,4898479.46372,"Larix laricina","LALA",5,10,4.5,"native",0,"Big Heath #3"
"RAM #08","R-08","RAM",2017,553930.395025,4898479.46372,"Picea mariana","PIMA",5,70,6,"native",0,"Big Heath #3"
"RAM #08","R-08","RAM",2017,553930.395025,4898479.46372,"Rhododendron canadense","RHCA6",5,25,5.5,"native",0,"Big Heath #3"
"RAM #08","R-08","RAM",2017,553930.395025,4898479.46372,"Rhododendron groenlandicum","RHGR3",5,10,6.5,"native",0,"Big Heath #3"
"RAM #08","R-08","RAM",2022,553930.395025,4898479.46372,"Gaylussacia baccata","GABA",5,10,5,"native",0,"Big Heath #3"
"RAM #08","R-08","RAM",2022,553930.395025,4898479.46372,"Ilex mucronata","ILMU",5,12,4.5,"native",0,"Big Heath #3"
"RAM #08","R-08","RAM",2022,553930.395025,4898479.46372,"Kalmia angustifolia","KAAN",5,25,2,"native",1,"Big Heath #3"
"RAM #08","R-08","RAM",2022,553930.395025,4898479.46372,"Picea mariana","PIMA",5,70,6,"native",0,"Big Heath #3"
"RAM #08","R-08","RAM",2022,553930.395025,4898479.46372,"Rhododendron canadense","RHCA6",5,25,5.5,"native",0,"Big Heath #3"
"RAM #08","R-08","RAM",2022,553930.395025,4898479.46372,"Rhododendron groenlandicum","RHGR3",5,9,6.5,"native",0,"Big Heath #3"
"RAM #09","R-09","RAM",2012,554076.131125,4918278.03291,"Aronia melanocarpa","ARME6",5,25,4.5,"native",0,"Northeast Creek #1"
"RAM #09","R-09","RAM",2012,554076.131125,4918278.03291,"Chamaedaphne calyculata","CHCA2",5,80,5.5,"native",0,"Northeast Creek #1"
"RAM #09","R-09","RAM",2012,554076.131125,4918278.03291,"Kalmia angustifolia","KAAN",5,25,2,"native",1,"Northeast Creek #1"
"RAM #09","R-09","RAM",2012,554076.131125,4918278.03291,"Rhododendron canadense","RHCA6",5,50,5.5,"native",0,"Northeast Creek #1"
"RAM #09","R-09","RAM",2012,554076.131125,4918278.03291,"Rhododendron groenlandicum","RHGR3",5,55,6.5,"native",0,"Northeast Creek #1"
"RAM #09","R-09","RAM",2012,554076.131125,4918278.03291,"Vaccinium corymbosum","VACO",5,15,4,"native",1,"Northeast Creek #1"
"RAM #09","R-09","RAM",2017,554076.131125,4918278.03291,"Aronia melanocarpa","ARME6",5,10,4.5,"native",0,"Northeast Creek #1"
"RAM #09","R-09","RAM",2017,554076.131125,4918278.03291,"Chamaedaphne calyculata","CHCA2",5,80,5.5,"native",0,"Northeast Creek #1"
"RAM #09","R-09","RAM",2017,554076.131125,4918278.03291,"Kalmia angustifolia","KAAN",5,30,2,"native",1,"Northeast Creek #1"
"RAM #09","R-09","RAM",2017,554076.131125,4918278.03291,"Rhododendron canadense","RHCA6",5,35,5.5,"native",0,"Northeast Creek #1"
"RAM #09","R-09","RAM",2017,554076.131125,4918278.03291,"Rhododendron groenlandicum","RHGR3",5,25,6.5,"native",0,"Northeast Creek #1"
"RAM #09","R-09","RAM",2017,554076.131125,4918278.03291,"Vaccinium angustifolium","VAAN",5,15,2.5,"native",1,"Northeast Creek #1"
"RAM #09","R-09","RAM",2022,554076.131125,4918278.03291,"Aronia melanocarpa","ARME6",5,8,4.5,"native",0,"Northeast Creek #1"
"RAM #09","R-09","RAM",2022,554076.131125,4918278.03291,"Chamaedaphne calyculata","CHCA2",5,75,5.5,"native",0,"Northeast Creek #1"
"RAM #09","R-09","RAM",2022,554076.131125,4918278.03291,"Kalmia angustifolia","KAAN",5,17,2,"native",1,"Northeast Creek #1"
"RAM #09","R-09","RAM",2022,554076.131125,4918278.03291,"Rhododendron canadense","RHCA6",5,30,5.5,"native",0,"Northeast Creek #1"
"RAM #09","R-09","RAM",2022,554076.131125,4918278.03291,"Rhododendron groenlandicum","RHGR3",5,15,6.5,"native",0,"Northeast Creek #1"
"RAM #09","R-09","RAM",2022,554076.131125,4918278.03291,"Vaccinium angustifolium","VAAN",5,10,2.5,"native",1,"Northeast Creek #1"
"RAM #10","R-10","RAM",2012,555277.063614,4913417.88128,"Abies balsamea","ABBA",7,5,2.5,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2012,555277.063614,4913417.88128,"Acer rubrum","ACRU",7,1,2.5,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2012,555277.063614,4913417.88128,"Gaylussacia baccata","GABA",5,0.1,5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2012,555277.063614,4913417.88128,"Ilex mucronata","ILMU",5,0.1,4.5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2012,555277.063614,4913417.88128,"Ilex verticillata","ILVE",5,0.1,3,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2012,555277.063614,4913417.88128,"Larix laricina","LALA",7,5,4.5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2012,555277.063614,4913417.88128,"Morella pensylvanica","MOPE6",5,0.1,4.5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2012,555277.063614,4913417.88128,"Picea rubens","PIRU",5,1,4,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2012,555277.063614,4913417.88128,"Picea rubens","PIRU",7,60,4,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2012,555277.063614,4913417.88128,"Vaccinium corymbosum","VACO",5,20,4,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Abies balsamea","ABBA",7,0.1,2.5,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Acer rubrum","ACRU",7,10,2.5,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Calamagrostis canadensis","CACA4",4,0.1,2.33,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Carex trisperma","CATR10",3,7,5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Coptis trifolia","COTR2",3,2,5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Cornus canadensis","COCA13",3,1,5.5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Gaultheria hispidula","GAHI2",3,0.1,6.5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Gaylussacia baccata","GABA",5,3,5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Ilex mucronata","ILMU",5,2,4.5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Larix laricina","LALA",7,15,4.5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Oclemena X blakei","OCBL",3,0.1,5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Osmunda regalis","OSRE",4,0.1,6,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Osmundastrum cinnamomea","OSCI2",4,12,3.5,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Picea mariana","PIMA",5,5,6,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Picea mariana","PIMA",7,55,6,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Rhododendron groenlandicum","RHGR3",5,1,6.5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Trientalis borealis","TRBO2",3,0.1,4.5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Vaccinium corymbosum","VACO",5,15,4,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2017,555277.063614,4913417.88128,"Viburnum nudum var. cassinoides","VINUC",5,1,4.5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Acer rubrum","ACRU",7,12,2.5,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Calamagrostis canadensis","CACA4",4,0.1,2.33,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Carex trisperma","CATR10",3,4,5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Coptis trifolia","COTR2",3,4,5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Cornus canadensis","COCA13",3,7,5.5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Eriophorum virginicum","ERVI8",4,0.1,6.5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Gaultheria hispidula","GAHI2",3,0.1,6.5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Gaylussacia baccata","GABA",5,2,5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Glyceria striata","GLST",4,0.1,3.5,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Ilex mucronata","ILMU",5,3,4.5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Iris versicolor","IRVE2",4,0.1,3,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Larix laricina","LALA",7,10,4.5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Oclemena acuminata","OCAC",3,1,3.5,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Osmunda regalis","OSRE",4,0.1,6,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Osmundastrum cinnamomea","OSCI2",4,12,3.5,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Picea mariana","PIMA",5,5,6,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Picea mariana","PIMA",7,65,6,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Pinus strobus","PIST",7,0.1,2.5,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Rhododendron groenlandicum","RHGR3",5,5,6.5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Trientalis borealis","TRBO2",3,2,4.5,"native",0,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Vaccinium corymbosum","VACO",5,12,4,"native",1,"West of MDI HS"
"RAM #10","R-10","RAM",2022,555277.063614,4913417.88128,"Viburnum nudum var. cassinoides","VINUC",5,0.1,4.5,"native",0,"West of MDI HS"
"RAM #11","R-11","RAM",2013,574383.580485,4912058.53364,"Acer rubrum","ACRU",7,1,2.5,"native",1,"Schoodic- off powerline cut"
"RAM #11","R-11","RAM",2013,574383.580485,4912058.53364,"Alnus incana","ALIN2",5,2,2.5,"native",1,"Schoodic- off powerline cut"
