"site.name","local.id","site.type","year","xcoord","ycoord","species","plant.code","avg.cov","coc","nativity","stress.tol","notes"
"NWCA16-R301","DUCK","SEN",2016,549457.841841,4907550.89876,"MAIANTHEMUM TRIFOLIUM","MATR4",0.02,7,"native",0,"Duck Pond"
"NWCA11-R301","DUCK","SEN",2011,549457.841841,4907550.89876,"MUHLENBERGIA UNIFLORA","MUUN",0.4,4,"native",1,"Duck Pond"
"NWCA11-R301","DUCK","SEN",2011,549457.841841,4907550.89876,"MYRICA GALE","MYGA",4.8,5,"native",0,"Duck Pond"
"NWCA16-R301","DUCK","SEN",2016,549457.841841,4907550.89876,"MYRICA GALE","MYGA",0.62,5,"native",0,"Duck Pond"
"NWC21-ME-HP301","DUCK","SEN",2021,549457.841841,4907550.89876,"MYRICA GALE","MYGA",3.82,5,"native",0,"Duck Pond"
"NWCA11-R301","DUCK","SEN",2011,549457.841841,4907550.89876,"OCLEMENA NEMORALIS","OCNE2",1.6,8,"native",0,"Duck Pond"
"NWCA16-R301","DUCK","SEN",2016,549457.841841,4907550.89876,"OCLEMENA NEMORALIS","OCNE2",0.04,8,"native",0,"Duck Pond"
"NWC21-ME-HP301","DUCK","SEN",2021,549457.841841,4907550.89876,"OCLEMENA NEMORALIS","OCNE2",0.24,8,"native",0,"Duck Pond"
"NWCA11-R301","DUCK","SEN",2011,549457.841841,4907550.89876,"PICEA MARIANA","PIMA",0.48,6,"native",0,"Duck Pond"
"NWCA16-R301","DUCK","SEN",2016,549457.841841,4907550.89876,"PICEA MARIANA","PIMA",0.2,6,"native",0,"Duck Pond"
"NWC21-ME-HP301","DUCK","SEN",2021,549457.841841,4907550.89876,"PICEA RUBENS","PIRU",0.48,4,"native",1,"Duck Pond"
"NWCA11-R301","DUCK","SEN",2011,549457.841841,4907550.89876,"PINUS STROBUS","PIST",0.64,3,"native",1,"Duck Pond"
"NWCA16-R301","DUCK","SEN",2016,549457.841841,4907550.89876,"PINUS STROBUS","PIST",0.42,3,"native",1,"Duck Pond"
"NWC21-ME-HP301","DUCK","SEN",2021,549457.841841,4907550.89876,"PINUS STROBUS","PIST",0.02,3,"native",1,"Duck Pond"
"NWCA16-R301","DUCK","SEN",2016,549457.841841,4907550.89876,"POGONIA OPHIOGLOSSOIDES","POOP",0.02,5,"native",0,"Duck Pond"
"NWC21-ME-HP301","DUCK","SEN",2021,549457.841841,4907550.89876,"POGONIA OPHIOGLOSSOIDES","POOP",0.06,5,"native",0,"Duck Pond"
"NWCA11-R301","DUCK","SEN",2011,549457.841841,4907550.89876,"RHODODENDRON CANADENSE","RHCA6",0.04,5,"native",0,"Duck Pond"
"NWCA16-R301","DUCK","SEN",2016,549457.841841,4907550.89876,"RHODODENDRON CANADENSE","RHCA6",0.02,5,"native",0,"Duck Pond"
"NWC21-ME-HP301","DUCK","SEN",2021,549457.841841,4907550.89876,"RHODODENDRON CANADENSE","RHCA6",0.02,5,"native",0,"Duck Pond"
"NWC21-ME-HP301","DUCK","SEN",2021,549457.841841,4907550.89876,"RHODODENDRON GROENLANDICUM","RHGR3",0.02,8,"native",0,"Duck Pond"
"NWCA11-R301","DUCK","SEN",2011,549457.841841,4907550.89876,"RHYNCHOSPORA ALBA","RHAL3",6.04,6,"native",0,"Duck Pond"
"NWCA16-R301","DUCK","SEN",2016,549457.841841,4907550.89876,"RHYNCHOSPORA ALBA","RHAL3",0.1,6,"native",0,"Duck Pond"
"NWC21-ME-HP301","DUCK","SEN",2021,549457.841841,4907550.89876,"RHYNCHOSPORA ALBA","RHAL3",2.04,6,"native",0,"Duck Pond"
"NWCA11-R301","DUCK","SEN",2011,549457.841841,4907550.89876,"RUBUS HISPIDUS","RUHI",0.06,3,"native",1,"Duck Pond"
"NWCA11-R301","DUCK","SEN",2011,549457.841841,4907550.89876,"SARRACENIA PURPUREA","SAPU4",1.04,7,"native",0,"Duck Pond"
"NWCA16-R301","DUCK","SEN",2016,549457.841841,4907550.89876,"SARRACENIA PURPUREA","SAPU4",0.08,7,"native",0,"Duck Pond"
"NWC21-ME-HP301","DUCK","SEN",2021,549457.841841,4907550.89876,"SARRACENIA PURPUREA SPP. PURPUREA","SAPU4",0.08,7,"native",0,"Duck Pond"
"NWCA11-R301","DUCK","SEN",2011,549457.841841,4907550.89876,"SCUTELLARIA LATERIFLORA","SCLA2",0.02,5,"native",0,"Duck Pond"
"NWCA11-R301","DUCK","SEN",2011,549457.841841,4907550.89876,"SPIRAEA ALBA","SPAL2",0.2,3,"native",1,"Duck Pond"
"NWCA16-R301","DUCK","SEN",2016,549457.841841,4907550.89876,"SPIRAEA ALBA","SPAL2",0.02,3,"native",1,"Duck Pond"
"NWC21-ME-HP301","DUCK","SEN",2021,549457.841841,4907550.89876,"SPIRAEA ALBA VAR. LATIFOLIA","SPALL",0.02,3,"native",1,"Duck Pond"
"NWCA11-R301","DUCK","SEN",2011,549457.841841,4907550.89876,"SPIRAEA TOMENTOSA","SPTO2",0.08,4,"native",1,"Duck Pond"
"NWCA16-R301","DUCK","SEN",2016,549457.841841,4907550.89876,"SPIRAEA TOMENTOSA","SPTO2",0.02,4,"native",1,"Duck Pond"
"NWCA11-R301","DUCK","SEN",2011,549457.841841,4907550.89876,"THUJA OCCIDENTALIS","THOC2",1.02,3,"native",1,"Duck Pond"
"NWCA11-R301","DUCK","SEN",2011,549457.841841,4907550.89876,"TRIADENUM VIRGINICUM","TRVI2",0.08,6,"native",0,"Duck Pond"
"NWCA16-R301","DUCK","SEN",2016,549457.841841,4907550.89876,"TRIADENUM VIRGINICUM","TRVI2",0.04,6,"native",0,"Duck Pond"
"NWC21-ME-HP301","DUCK","SEN",2021,549457.841841,4907550.89876,"TRIADENUM VIRGINICUM","TRVI2",0.24,6,"native",0,"Duck Pond"
"NWCA16-R301","DUCK","SEN",2016,549457.841841,4907550.89876,"UTRICULARIA CORNUTA","UTCO",0.04,6,"native",0,"Duck Pond"
"NWC21-ME-HP301","DUCK","SEN",2021,549457.841841,4907550.89876,"UTRICULARIA CORNUTA","UTCO",0.04,6,"native",0,"Duck Pond"
"NWCA16-R301","DUCK","SEN",2016,549457.841841,4907550.89876,"UTRICULARIA PURPUREA","UTPU",2.02,5,"native",0,"Duck Pond"
"NWC21-ME-HP301","DUCK","SEN",2021,549457.841841,4907550.89876,"UTRICULARIA PURPUREA","UTPU",0.02,5,"native",0,"Duck Pond"
"NWCA11-R301","DUCK","SEN",2011,549457.841841,4907550.89876,"VACCINIUM ANGUSTIFOLIUM","VAAN",0.02,3,"native",1,"Duck Pond"
"NWCA11-R301","DUCK","SEN",2011,549457.841841,4907550.89876,"VACCINIUM CORYMBOSUM","VACO",0.4,4,"native",1,"Duck Pond"
"NWCA11-R301","DUCK","SEN",2011,549457.841841,4907550.89876,"VACCINIUM MACROCARPON","VAMA",0.08,5,"native",0,"Duck Pond"
"NWCA16-R301","DUCK","SEN",2016,549457.841841,4907550.89876,"VACCINIUM MACROCARPON","VAMA",0.08,5,"native",0,"Duck Pond"
"NWC21-ME-HP301","DUCK","SEN",2021,549457.841841,4907550.89876,"VACCINIUM MACROCARPON","VAMA",0.06,5,"native",0,"Duck Pond"
"NWCA11-R301","DUCK","SEN",2011,549457.841841,4907550.89876,"VACCINIUM OXYCOCCOS","VAOX",0.46,7,"native",0,"Duck Pond"
"NWCA16-R301","DUCK","SEN",2016,549457.841841,4907550.89876,"VACCINIUM OXYCOCCOS","VAOX",0.06,7,"native",0,"Duck Pond"
"NWC21-ME-HP301","DUCK","SEN",2021,549457.841841,4907550.89876,"VACCINIUM OXYCOCCOS","VAOX",0.08,7,"native",0,"Duck Pond"
"NWCA16-R301","DUCK","SEN",2016,549457.841841,4907550.89876,"XYRIS MONTANA","XYMO",0.02,6,"native",0,"Duck Pond"
"NWC21-ME-HP301","DUCK","SEN",2021,549457.841841,4907550.89876,"XYRIS MONTANA","XYMO",0.24,6,"native",0,"Duck Pond"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"ACER RUBRUM","ACRU",0.08,3,"native",1,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"ACER RUBRUM","ACRU",0.08,3,"native",1,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"ACER RUBRUM","ACRU",0.08,3,"native",1,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"ALNUS INCANA",NA,0.04,NA,NA,NA,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"ALNUS INCANA","ALIN2",0.04,3,"native",1,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"AMELANCHIER","AMELA",0.26,4.33333333333333,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"AMELANCHIER","AMELA",0.1,4.33333333333333,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"AMELANCHIER","AMELA",0.08,4.33333333333333,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"ARONIA MELANOCARPA","ARME6",0.84,5,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"ARONIA MELANOCARPA","ARME6",0.28,5,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"ARONIA MELANOCARPA","ARME6",0.84,5,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"BETULA PAPYRIFERA","BEPA",0.02,3,"native",1,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"BETULA PAPYRIFERA","BEPA",0.04,3,"native",1,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"CAREX BILLINGSII","CABI22",0.1,8,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"CAREX BILLINGSII","CABI22",0.28,8,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"CAREX STRICTA","CAST8",50,4,"native",1,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"CAREX STRICTA","CAST8",48,4,"native",1,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"CAREX STRICTA","CAST8",46,4,"native",1,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"CAREX TRISPERMA","CATR10",0.06,5,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"CHAMAEDAPHNE CALYCULATA","CHCA2",9.2,5,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"CHAMAEDAPHNE CALYCULATA","CHCA2",8,5,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"CHAMAEDAPHNE CALYCULATA","CHCA2",9.6,5,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"CHAMAEPERICLYMENUM CANADENSE","CHCA24",0.08,5,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"CORNUS CANADENSIS","COCA13",0.1,5,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"CORNUS CANADENSIS","COCA13",0.1,5,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"DROSERA ROTUNDIFOLIA","DRRO",0.1,4,"native",1,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"DROSERA ROTUNDIFOLIA","DRRO",0.1,4,"native",1,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"DROSERA ROTUNDIFOLIA","DRRO",0.1,4,"native",1,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"ERIOPHORUM ANGUSTIFOLIUM","ERAN6",1,6,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"ERIOPHORUM ANGUSTIFOLIUM","ERAN6",0.02,6,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"EURYBIA RADULA","EURA10",0.02,6,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"EURYBIA RADULA","EURA10",0.02,6,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"GAULTHERIA HISPIDULA","GAHI2",0.02,6,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"GAYLUSSACIA BACCATA","GABA",3.2,5,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"GAYLUSSACIA BACCATA","GABA",3,5,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"GAYLUSSACIA BACCATA","GABA",4.6,5,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"GAYLUSSACIA BIGELOVIANA","GABI7",1.8,8,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"GAYLUSSACIA DUMOSA","GADU",0.02,8,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"ILEX MUCRONATA","ILMU",2.6,6,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"ILEX MUCRONATA","ILMU",4.6,6,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"ILEX MUCRONATA","ILMU",3.8,6,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"ILEX VERTICILLATA","ILVE",0.02,4,"native",1,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"ILEX VERTICILLATA","ILVE",0.26,4,"native",1,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"ILEX VERTICILLATA","ILVE",0.22,4,"native",1,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"KALMIA ANGUSTIFOLIA","KAAN",1.08,4,"native",1,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"KALMIA ANGUSTIFOLIA","KAAN",2,4,"native",1,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"KALMIA ANGUSTIFOLIA SPP. ANGUSTIFOLIA","KAAN",14.2,4,"native",1,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"KALMIA POLIFOLIA","KAPO",0.04,8,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"KALMIA POLIFOLIA","KAPO",0.02,8,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"KALMIA POLIFOLIA","KAPO",0.02,8,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"LARIX LARICINA","LALA",14.8,4,"native",1,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"LARIX LARICINA","LALA",6.2,4,"native",1,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"LARIX LARICINA","LALA",6.4,4,"native",1,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"LEDUM GROENLANDICUM","LEGR",0.28,8,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"LEDUM GROENLANDICUM","LEGR",2,8,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"LYSIMACHIA BOREALIS","TRIBO2",0.1,4,"native",1,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"MAIANTHEMUM TRIFOLIUM","MATR4",0.02,7,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"MAIANTHEMUM TRIFOLIUM","MATR4",0.02,7,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"MORELLA PENSYLVANICA","MOPE6",1,4,"native",1,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"MORELLA PENSYLVANICA","MOPE6",1.4,4,"native",1,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"MORELLA PENSYLVANICA","MOPE6",1.82,4,"native",1,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"OSMUNDA CINNAMOMEA","OSCI",7.6,4,"native",1,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"OSMUNDA CINNAMOMEA","OSCI",5.2,4,"native",1,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"OSMUNDASTRUM CINNAMOMEUM","OSCI2",5.8,4,"native",1,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"PICEA MARIANA","PIMA",7.2,6,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"PICEA MARIANA","PIMA",4.2,6,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"PICEA MARIANA","PIMA",3,6,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"PINUS BANKSIANA","PIBA2",2,6,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"PINUS BANKSIANA","PIBA2",0.8,6,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"PINUS BANKSIANA","PIBA2",1,6,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"RHODODENDRON CANADENSE","RHCA6",3.8,5,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"RHODODENDRON CANADENSE","RHCA6",4,5,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"RHODODENDRON CANADENSE","RHCA6",10.2,5,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"RHODODENDRON GROENLANDICUM","RHGR3",7.8,8,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"SARRACENIA PURPUREA","SAPU4",0.64,7,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"SARRACENIA PURPUREA","SAPU4",0.1,7,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"SARRACENIA PURPUREA SPP. PURPUREA","SAPU4",0.1,7,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"SORBUS AMERICANA","SOAM3",0.02,6,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"SPIRAEA ALBA","SPAL2",0.02,3,"native",1,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"SPIRAEA ALBA","SPAL2",0.02,3,"native",1,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"THUJA OCCIDENTALIS","THOC2",4.6,3,"native",1,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"THUJA OCCIDENTALIS","THOC2",2.82,3,"native",1,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"THUJA OCCIDENTALIS","THOC2",2.44,3,"native",1,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"TRIENTALIS BOREALIS","TRBO2",0.1,4,"native",1,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"TRIENTALIS BOREALIS","TRBO2",0.08,4,"native",1,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"VACCINIUM ANGUSTIFOLIUM","VAAN",0.22,3,"native",1,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"VACCINIUM ANGUSTIFOLIUM","VAAN",0.02,3,"native",1,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"VACCINIUM ANGUSTIFOLIUM","VAAN",0.2,3,"native",1,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"VACCINIUM MACROCARPON","VAMA",0.1,5,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"VACCINIUM OXYCOCCOS","VAOX",0.08,7,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"VACCINIUM OXYCOCCOS","VAOX",0.1,7,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"VACCINIUM OXYCOCCOS","VAOX",0.46,7,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"VACCINIUM VITIS-IDAEA","VAVI",0.02,7,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"VACCINIUM VITIS-IDAEA","VAVI",0.02,7,"native",0,"Frazer Fen"
"NWCA11-R310","FRAZ","SEN",2011,574781.215524,4912542.80602,"VIBURNUM NUDUM","VINU",0.28,5,"native",0,"Frazer Fen"
"NWCA16-R310","FRAZ","SEN",2016,574781.215524,4912542.80602,"VIBURNUM NUDUM","VINU",0.64,5,"native",0,"Frazer Fen"
"NWC21-ME-HP310","FRAZ","SEN",2021,574781.215524,4912542.80602,"VIBURNUM NUDUM VAR. CASSINOIDES","VINUC",0.28,5,"native",0,"Frazer Fen"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"ACER RUBRUM","ACRU",0.04,3,"native",1,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"ACER RUBRUM","ACRU",0.08,3,"native",1,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"BRASENIA SCHREBERI","BRSC",0.02,5,"native",0,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"BRASENIA SCHREBERI","BRSC",0.02,5,"native",0,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"BRASENIA SCHREBERI","BRSC",0.4,5,"native",0,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"CALAMAGROSTIS CANADENSIS","CACA4",0.84,3,"native",1,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"CALAMAGROSTIS CANADENSIS","CACA4",0.08,3,"native",1,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"CALAMAGROSTIS CANADENSIS","CACA4",0.68,3,"native",1,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"CAREX LASIOCARPA","CALA11",63,6,"native",0,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"CAREX LASIOCARPA","CALA11",63,6,"native",0,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"CAREX LASIOCARPA SPP. AMERICANA","CALAA",48.2,6,"native",0,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"CAREX STRICTA","CAST8",0.44,4,"native",1,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"CAREX STRICTA","CAST8",0.62,4,"native",1,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"CAREX STRICTA","CAST8",0.02,4,"native",1,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"CAREX UTRICULATA","CAUT",1.24,5,"native",0,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"CAREX UTRICULATA","CAUT",1.46,5,"native",0,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"CAREX UTRICULATA","CAUT",5.84,5,"native",0,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"CHAMAEDAPHNE CALYCULATA","CHCA2",5.62,5,"native",0,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"CHAMAEDAPHNE CALYCULATA","CHCA2",1.42,5,"native",0,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"CHAMAEDAPHNE CALYCULATA","CHCA2",3.44,5,"native",0,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"DROSERA INTERMEDIA","DRIN3",0.02,5,"native",0,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"DROSERA INTERMEDIA","DRIN3",0.04,5,"native",0,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"DULICHIUM ARUNDINACEUM","DUAR3",8.06,5,"native",0,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"DULICHIUM ARUNDINACEUM","DUAR3",2.2,5,"native",0,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"DULICHIUM ARUNDINACEUM","DUAR3",4.82,5,"native",0,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"ERIOPHORUM TENELLUM","ERTE12",0.06,7,"native",0,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"ERIOPHORUM VIRGINICUM","ERVI8",0.02,6,"native",0,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"GALIUM TRIFIDUM","GATR2",0.02,4,"native",1,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"GALIUM TRIFIDUM","GATR2",0.02,4,"native",1,"Gilmore Meadow"
