"Code","Location_ID","Visit_ID","Panel","xCoordinate","yCoordinate","UTM_Zone","Latitude","Longitude","Date","Year","Visit_Type","limited_RAM","TSN","Latin_Name","Common","quad_freq","PLANTS_Code","CoC_ME_ACAD","Invasive","Protected_species","Coef_wetness"
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,17637,"Onoclea sensibilis","sensitive fern",NA,"ONSE",3,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,18034,"Picea rubens","red spruce",NA,"PIRU",4,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,39853,"Carex trisperma","threeseeded sedge",NA,"CATR10",5,FALSE,FALSE,-5
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,40833,"Glyceria striata","fowl manna grass",NA,"GLST",3,FALSE,FALSE,-5
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,19408,"Quercus rubra","northern red oak",NA,"QURU",4,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,29376,"Aralia nudicaulis","wild sarsaparilla",NA,"ARNU2",4,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,25329,"Spiraea alba","white meadowsweet",NA,"SPAL2",3,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,183385,"Pinus strobus","eastern white pine",NA,"PIST",3,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,19497,"Betula populifolia","gray birch",NA,"BEPO",2,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,43196,"Iris versicolor","harlequin blueflag",NA,"IRVE2",3,FALSE,FALSE,-5
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,508093,"Doellingeria umbellata","parasol whitetop",NA,"DOUM2",3,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,28754,"Acer pensylvanicum","striped maple",NA,"ACPE",5,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,NA,"Rubus idaeus spp strigosus",NA,NA,NA,NA,NA,NA,NA
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,NA,"Rhamnus alnifolia",NA,NA,NA,NA,NA,NA,NA
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,17218,"Osmunda regalis","royal fern",NA,"OSRE",6,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,507627,"Oclemena acuminata","whorled wood aster",NA,"OCAC",4,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,835359,"Ilex mucronata","mountain holly/catberry",NA,"ILMU",6,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,NA,"Lysimachia borealis",NA,NA,NA,NA,NA,NA,NA
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,23573,"Vaccinium corymbosum","highbush blueberry",NA,"VACO",4,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,183397,"Tsuga canadensis","eastern hemlock",NA,"TSCA",4,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,503653,"Maianthemum canadense","Canada mayflower",NA,"MACA4",3,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,17261,"Thelypteris noveboracensis","New York fern",NA,"THNO",3,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,35252,"Viburnum nudum","wild raisin",NA,"VINU",5,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/28/2015",2015,"VS",1,23778,"Monotropa uniflora","Indianpipe",NA,"MOUN3",6,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,19481,"Betula alleghaniensis","yellow birch",NA,"BEAL2",5,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,NA,"Frangula alnus",NA,NA,NA,NA,NA,NA,NA
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,23573,"Vaccinium corymbosum","highbush blueberry",NA,"VACO",4,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,19497,"Betula populifolia","gray birch",NA,"BEPO",2,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,24053,"Trientalis borealis","starflower",NA,"TRBO2",4,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,39435,"Carex stricta","upright sedge",NA,"CAST8",4,FALSE,FALSE,-5
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,27985,"Ilex verticillata","common winterberry",NA,"ILVE",4,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,28728,"Acer rubrum","red maple",NA,"ACRU",3,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,35252,"Viburnum nudum","wild raisin",NA,"VINU",5,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,43196,"Iris versicolor","harlequin blueflag",NA,"IRVE2",3,FALSE,FALSE,-5
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,183385,"Pinus strobus","eastern white pine",NA,"PIST",3,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,17527,"Dryopteris campyloptera","mountain woodfern",NA,"DRCA3",6,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,17218,"Osmunda regalis","royal fern",NA,"OSRE",6,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,NA,"Bryophytes",NA,NA,NA,NA,NA,NA,NA
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,503653,"Maianthemum canadense","Canada mayflower",NA,"MACA4",3,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,507627,"Oclemena acuminata","whorled wood aster",NA,"OCAC",4,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,19489,"Betula papyrifera","paper birch",NA,"BEPA",3,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,17538,"Dryopteris intermedia","intermediate woodfern",NA,"DRIN5",4,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,17531,"Dryopteris cristata","crested woodfern",NA,"DRCR4",6,FALSE,FALSE,-5
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,40544,"Calamagrostis canadensis","bluejoint",NA,"CACA4",3,FALSE,FALSE,-5
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,18032,"Abies balsamea","balsam fir",NA,"ABBA",3,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,504295,"Phegopteris connectilis","northern beech fern",NA,"PHCO24",5,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,17261,"Thelypteris noveboracensis","New York fern",NA,"THNO",3,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,23985,"Lysimachia terrestris","earth loosestrife",NA,"LYTE2",3,FALSE,FALSE,-5
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,39446,"Carex brunnescens","brownish sedge",NA,"CABR15",4,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,39572,"Carex debilis","white edge sedge",NA,"CADE5",3,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,508093,"Doellingeria umbellata","parasol whitetop",NA,"DOUM2",3,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,28754,"Acer pensylvanicum","striped maple",NA,"ACPE",5,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,39472,"Carex novae-angliae","New England sedge",NA,"CANO4",6,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,24943,"Rubus hispidus","bristly dewberry",NA,"RUHI",3,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,19408,"Quercus rubra","northern red oak",NA,"QURU",4,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,505490,"Thuja occidentalis","eastern white cedar",NA,"THOC2",3,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,183397,"Tsuga canadensis","eastern hemlock",NA,"TSCA",4,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,835359,"Ilex mucronata","mountain holly/catberry",NA,"ILMU",6,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,18034,"Picea rubens","red spruce",NA,"PIRU",4,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"8/14/2020",2020,"VS",1,897944,"Osmundastrum cinnamomea","cinnamon fern",NA,"OSCI2",4,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,19481,"Betula alleghaniensis","yellow birch",NA,"BEAL2",5,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,28754,"Acer pensylvanicum","striped maple",NA,"ACPE",5,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,28728,"Acer rubrum","red maple",NA,"ACRU",3,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,19489,"Betula papyrifera","paper birch",NA,"BEPA",3,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,19497,"Betula populifolia","gray birch",NA,"BEPO",2,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,40544,"Calamagrostis canadensis","bluejoint",NA,"CACA4",3,FALSE,FALSE,-5
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,39446,"Carex brunnescens","brownish sedge",NA,"CABR15",4,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,39572,"Carex debilis","white edge sedge",NA,"CADE5",3,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,39435,"Carex stricta","upright sedge",NA,"CAST8",4,FALSE,FALSE,-5
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,508093,"Doellingeria umbellata","parasol whitetop",NA,"DOUM2",3,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,17527,"Dryopteris campyloptera","mountain woodfern",NA,"DRCA3",6,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,17531,"Dryopteris cristata","crested woodfern",NA,"DRCR4",6,FALSE,FALSE,-5
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,NA,"Frangula alnus",NA,NA,NA,NA,NA,NA,NA
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,835359,"Ilex mucronata","mountain holly/catberry",NA,"ILMU",6,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,27985,"Ilex verticillata","common winterberry",NA,"ILVE",4,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,43196,"Iris versicolor","harlequin blueflag",NA,"IRVE2",3,FALSE,FALSE,-5
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,NA,"Lysimachia borealis",NA,NA,NA,NA,NA,NA,NA
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,503653,"Maianthemum canadense","Canada mayflower",NA,"MACA4",3,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,17218,"Osmunda regalis","royal fern",NA,"OSRE",6,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,897944,"Osmundastrum cinnamomea","cinnamon fern",NA,"OSCI2",4,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,18034,"Picea rubens","red spruce",NA,"PIRU",4,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,183385,"Pinus strobus","eastern white pine",NA,"PIST",3,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,19408,"Quercus rubra","northern red oak",NA,"QURU",4,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,NA,"Rubus canadensis",NA,NA,NA,NA,NA,NA,NA
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,25319,"Sorbus americana","American mountain ash",NA,"SOAM3",6,FALSE,FALSE,0
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,17251,"Thelypteris palustris","eastern marsh fern",NA,"THPA",3,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,505490,"Thuja occidentalis","eastern white cedar",NA,"THOC2",3,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,183397,"Tsuga canadensis","eastern hemlock",NA,"TSCA",4,FALSE,FALSE,3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,23573,"Vaccinium corymbosum","highbush blueberry",NA,"VACO",4,FALSE,FALSE,-3
"GRME03",215,NA,NA,562824,4912845,"19N",NA,NA,"7/27/2023",2023,"VS",1,NA,"Bryophytes",NA,NA,NA,NA,NA,NA,NA
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,40544,"Calamagrostis canadensis","bluejoint",NA,"CACA4",3,FALSE,FALSE,-5
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,23579,"Vaccinium angustifolium","lowbush blueberry",NA,"VAAN",3,FALSE,FALSE,3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,39572,"Carex debilis","white edge sedge",NA,"CADE5",3,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,23778,"Monotropa uniflora","Indianpipe",NA,"MOUN3",6,FALSE,FALSE,3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,NA,"Rhamnus alnifolia",NA,NA,NA,NA,NA,NA,NA
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,183385,"Pinus strobus","eastern white pine",NA,"PIST",3,FALSE,FALSE,3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,508093,"Doellingeria umbellata","parasol whitetop",NA,"DOUM2",3,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,23573,"Vaccinium corymbosum","highbush blueberry",NA,"VACO",4,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,39446,"Carex brunnescens","brownish sedge",NA,"CABR15",4,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,25329,"Spiraea alba","white meadowsweet",NA,"SPAL2",3,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,27985,"Ilex verticillata","common winterberry",NA,"ILVE",4,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,183397,"Tsuga canadensis","eastern hemlock",NA,"TSCA",4,FALSE,FALSE,3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,39853,"Carex trisperma","threeseeded sedge",NA,"CATR10",5,FALSE,FALSE,-5
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,835359,"Ilex mucronata","mountain holly/catberry",NA,"ILMU",6,FALSE,FALSE,0
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,19497,"Betula populifolia","gray birch",NA,"BEPO",2,FALSE,FALSE,0
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,39472,"Carex novae-angliae","New England sedge",NA,"CANO4",6,FALSE,FALSE,3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,24943,"Rubus hispidus","bristly dewberry",NA,"RUHI",3,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,502157,"Dryopteris carthusiana","spinulose wood fern",NA,"DRCA11",4,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,NA,"Malus sieboldii",NA,NA,NA,NA,NA,NA,NA
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,22567,"Salix petiolaris","slender willow",NA,"SAPE5",3,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,19408,"Quercus rubra","northern red oak",NA,"QURU",4,FALSE,FALSE,3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,39435,"Carex stricta","upright sedge",NA,"CAST8",4,FALSE,FALSE,-5
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,23985,"Lysimachia terrestris","earth loosestrife",NA,"LYTE2",3,FALSE,FALSE,-5
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,503278,"Kalmia angustifolia","sheep laurel",NA,"KAAN",4,FALSE,FALSE,0
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/30/2015",2015,"VS",1,39409,"Carex lacustris","hairy sedge",NA,"CALA16",4,FALSE,FALSE,-5
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,183412,"Larix laricina","tamarack",NA,"LALA",4,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,NA,"Rhamnus alnifolia",NA,NA,NA,NA,NA,NA,NA
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,24053,"Trientalis borealis","starflower",NA,"TRBO2",4,FALSE,FALSE,0
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,39435,"Carex stricta","upright sedge",NA,"CAST8",4,FALSE,FALSE,-5
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,502157,"Dryopteris carthusiana","spinulose wood fern",NA,"DRCA11",4,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,28728,"Acer rubrum","red maple",NA,"ACRU",3,FALSE,FALSE,0
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,503653,"Maianthemum canadense","Canada mayflower",NA,"MACA4",3,FALSE,FALSE,3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,24943,"Rubus hispidus","bristly dewberry",NA,"RUHI",3,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,23573,"Vaccinium corymbosum","highbush blueberry",NA,"VACO",4,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,19489,"Betula papyrifera","paper birch",NA,"BEPA",3,FALSE,FALSE,3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,19497,"Betula populifolia","gray birch",NA,"BEPO",2,FALSE,FALSE,0
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,NA,"Bryophytes",NA,NA,NA,NA,NA,NA,NA
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,23985,"Lysimachia terrestris","earth loosestrife",NA,"LYTE2",3,FALSE,FALSE,-5
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,40544,"Calamagrostis canadensis","bluejoint",NA,"CACA4",3,FALSE,FALSE,-5
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,39853,"Carex trisperma","threeseeded sedge",NA,"CATR10",5,FALSE,FALSE,-5
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,183385,"Pinus strobus","eastern white pine",NA,"PIST",3,FALSE,FALSE,3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,508093,"Doellingeria umbellata","parasol whitetop",NA,"DOUM2",3,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,27985,"Ilex verticillata","common winterberry",NA,"ILVE",4,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,503653,"Maianthemum canadense","Canada mayflower",NA,"MACA4",3,FALSE,FALSE,3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,17538,"Dryopteris intermedia","intermediate woodfern",NA,"DRIN5",4,FALSE,FALSE,0
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,39572,"Carex debilis","white edge sedge",NA,"CADE5",3,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,39446,"Carex brunnescens","brownish sedge",NA,"CABR15",4,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,18034,"Picea rubens","red spruce",NA,"PIRU",4,FALSE,FALSE,3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,39392,"Carex folliculata","long sedge",NA,"CAFO6",5,FALSE,FALSE,-5
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,39472,"Carex novae-angliae","New England sedge",NA,"CANO4",6,FALSE,FALSE,3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,23579,"Vaccinium angustifolium","lowbush blueberry",NA,"VAAN",3,FALSE,FALSE,3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,17531,"Dryopteris cristata","crested woodfern",NA,"DRCR4",6,FALSE,FALSE,-5
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,17218,"Osmunda regalis","royal fern",NA,"OSRE",6,FALSE,FALSE,0
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,507627,"Oclemena acuminata","whorled wood aster",NA,"OCAC",4,FALSE,FALSE,3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,19408,"Quercus rubra","northern red oak",NA,"QURU",4,FALSE,FALSE,3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,41642,"Danthonia spicata","poverty oatgrass",NA,"DASP2",3,FALSE,FALSE,0
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,40423,"Agrostis perennans","upland bentgrass",NA,"AGPE",3,FALSE,FALSE,3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,NA,"Brachyelytrum",NA,NA,NA,NA,NA,NA,NA
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"8/14/2020",2020,"VS",1,897944,"Osmundastrum cinnamomea","cinnamon fern",NA,"OSCI2",4,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/27/2023",2023,"VS",1,183412,"Larix laricina","tamarack",NA,"LALA",4,FALSE,FALSE,-3
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/27/2023",2023,"VS",1,28728,"Acer rubrum","red maple",NA,"ACRU",3,FALSE,FALSE,0
"GRME04",222,NA,NA,562910,4912898,"19N",NA,NA,"7/27/2023",2023,"VS",1,40423,"Agrostis perennans","upland bentgrass",NA,"AGPE",3,FALSE,FALSE,3
