site_name,local_id,site_type,wetland,year,xcoord,ycoord,species,PLANTS,avg_cov,coc,nativity,stress_tol,Notes
NWCA16-R304,GILM,SEN,Gilmore Meadow,2016,558038.9127,4912418.319,TRIADENUM VIRGINICUM,TRVI2,0.02,6,native,0,Gilmore Meadow
NWC21-ME-HP304,GILM,SEN,Gilmore Meadow,2021,558038.9127,4912418.319,TRIADENUM VIRGINICUM,TRVI2,0.26,6,native,0,Gilmore Meadow
NWCA11-R304,GILM,SEN,Gilmore Meadow,2011,558038.9127,4912418.319,TYPHA LATIFOLIA,TYLA,1,2,native,1,Gilmore Meadow
NWCA16-R304,GILM,SEN,Gilmore Meadow,2016,558038.9127,4912418.319,TYPHA LATIFOLIA,TYLA,2.42,2,native,1,Gilmore Meadow
NWC21-ME-HP304,GILM,SEN,Gilmore Meadow,2021,558038.9127,4912418.319,TYPHA LATIFOLIA,TYLA,2.4,2,native,1,Gilmore Meadow
NWCA16-R304,GILM,SEN,Gilmore Meadow,2016,558038.9127,4912418.319,UTRICULARIA GIBBA,UTGI,0.06,6,native,0,Gilmore Meadow
NWCA16-R304,GILM,SEN,Gilmore Meadow,2016,558038.9127,4912418.319,UTRICULARIA INTERMEDIA,UTIN2,0.04,6,native,0,Gilmore Meadow
NWCA11-R304,GILM,SEN,Gilmore Meadow,2011,558038.9127,4912418.319,VACCINIUM MACROCARPON,VAMA,0.02,5,native,0,Gilmore Meadow
NWCA16-R304,GILM,SEN,Gilmore Meadow,2016,558038.9127,4912418.319,VACCINIUM MACROCARPON,VAMA,0.2,5,native,0,Gilmore Meadow
NWC21-ME-HP304,GILM,SEN,Gilmore Meadow,2021,558038.9127,4912418.319,VACCINIUM MACROCARPON,VAMA,1.04,5,native,0,Gilmore Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,ACER RUBRUM,ACRU,0.04,3,native,1,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,ACER RUBRUM,ACRU,0.1,3,native,1,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,ACER RUBRUM,ACRU,0.08,3,native,1,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,ALNUS INCANA SPP. RUGOSA,ALINR,0.02,3,native,1,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,ALNUS VIRIDIS,ALVI5,0.02,4,native,1,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,ALNUS VIRIDIS,ALVI5,0.02,4,native,1,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,ARETHUSA BULBOSA,ARBU,0.28,9,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,ARETHUSA BULBOSA,ARBU,0.1,9,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,ARETHUSA BULBOSA,ARBU,1.4,9,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,ARONIA MELANOCARPA,ARME6,0.08,5,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,ARONIA MELANOCARPA,ARME6,0.1,5,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,ARONIA MELANOCARPA,ARME6,0.1,5,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,BARTONIA PANICULATA,BAPA2,2.84,7,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,BARTONIA PANICULATA,BAPA2,0.04,7,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,BARTONIA PANICULATA,BAPA2,0.04,7,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,CALOPOGON TUBEROSUS,CATU5,0.1,7,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,CALOPOGON TUBEROSUS,CATU5,0.1,7,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,CALOPOGON TUBEROSUS VAR. TUBEROSUS,CATUT,0.08,7,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,CHAMAEDAPHNE CALYCULATA,CHCA2,0.1,5,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,CHAMAEDAPHNE CALYCULATA,CHCA2,0.1,5,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,CHAMAEDAPHNE CALYCULATA,CHCA2,0.28,5,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,DROSERA INTERMEDIA,DRIN3,7,5,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,DROSERA INTERMEDIA,DRIN3,8.8,5,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,DROSERA INTERMEDIA,DRIN3,9.82,5,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,DROSERA ROTUNDIFOLIA,DRRO,0.1,4,native,1,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,DROSERA ROTUNDIFOLIA,DRRO,0.1,4,native,1,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,DROSERA ROTUNDIFOLIA,DRRO,0.1,4,native,1,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,ERIOPHORUM ANGUSTIFOLIUM,ERAN6,1.26,6,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,ERIOPHORUM ANGUSTIFOLIUM,ERAN6,4.64,6,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,ERIOPHORUM VIRGINICUM,ERVI8,2.04,6,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,ERIOPHORUM VIRGINICUM,ERVI8,3.4,6,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,ERIOPHORUM VIRGINICUM,ERVI8,1.04,6,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,GAYLUSSACIA BIGELOVIANA,GABI7,23.6,8,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,GAYLUSSACIA DUMOSA,GADU,35,8,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,GAYLUSSACIA DUMOSA,GADU,22.2,8,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,ILEX GLABRA,ILGL,7.82,8,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,ILEX GLABRA,ILGL,4.42,8,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,ILEX GLABRA,ILGL,18.4,8,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,ILEX MUCRONATA,ILMU,0.04,6,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,ILEX MUCRONATA,ILMU,0.06,6,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,ILEX MUCRONATA,ILMU,0.04,6,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,JUNCUS ACUMINATUS,JUAC,1.62,5,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,JUNCUS CANADENSIS,JUCA3,29.2,4,native,1,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,JUNCUS CANADENSIS,JUCA3,0.26,4,native,1,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,KALMIA ANGUSTIFOLIA,KAAN,0.04,4,native,1,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,KALMIA ANGUSTIFOLIA,KAAN,0.04,4,native,1,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,KALMIA ANGUSTIFOLIA SPP. ANGUSTIFOLIA,KAAN,0.04,4,native,1,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,LARIX LARICINA,LALA,0.06,4,native,1,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,LEDUM GROENLANDICUM,LEGR,0.02,8,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,LEDUM GROENLANDICUM,LEGR,0.02,8,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,MUHLENBERGIA UNIFLORA,MUUN,0.04,4,native,1,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,MUHLENBERGIA UNIFLORA,MUUN,0.02,4,native,1,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,MYRICA GALE,MYGA,7,5,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,MYRICA GALE,MYGA,5,5,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,MYRICA GALE,MYGA,3.4,5,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,OCLEMENA NEMORALIS,OCNE2,1.42,8,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,OCLEMENA NEMORALIS,OCNE2,1.02,8,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,OCLEMENA NEMORALIS,OCNE2,1.22,8,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,PICEA MARIANA,PIMA,0.02,6,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,PICEA MARIANA,PIMA,0.06,6,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,PICEA MARIANA,PIMA,0.08,6,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,POGONIA OPHIOGLOSSOIDES,POOP,0.66,5,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,POGONIA OPHIOGLOSSOIDES,POOP,0.04,5,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,POGONIA OPHIOGLOSSOIDES,POOP,0.1,5,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,RHODODENDRON GROENLANDICUM,RHGR3,0.02,8,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,RHYNCHOSPORA ALBA,RHAL3,2.26,6,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,RHYNCHOSPORA ALBA,RHAL3,15,6,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,RHYNCHOSPORA ALBA,RHAL3,3.42,6,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,RHYNCHOSPORA FUSCA,RHFU,0,6,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,SARRACENIA PURPUREA,SAPU4,0.1,7,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,SARRACENIA PURPUREA,SAPU4,1.02,7,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,SARRACENIA PURPUREA SPP. PURPUREA,SAPU4,0.1,7,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,SOLIDAGO ULIGINOSA,SOUL,0.02,8,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,SOLIDAGO ULIGINOSA,SOUL,0.02,8,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,SOLIDAGO ULIGINOSA VAR. PERACUTA,SOULP,0.04,8,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,SYMPLOCARPUS FOETIDUS,SYFO,0.8,6,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,SYMPLOCARPUS FOETIDUS,SYFO,0.8,6,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,SYMPLOCARPUS FOETIDUS,SYFO,0.2,6,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,THUJA OCCIDENTALIS,THOC2,0.04,3,native,1,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,THUJA OCCIDENTALIS,THOC2,0.08,3,native,1,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,THUJA OCCIDENTALIS,THOC2,0.1,3,native,1,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,TRIENTALIS BOREALIS,TRBO2,0.02,4,native,1,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,UTRICULARIA CORNUTA,UTCO,0.66,6,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,UTRICULARIA CORNUTA,UTCO,0.06,6,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,UTRICULARIA CORNUTA,UTCO,0.02,6,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,VACCINIUM MACROCARPON,VAMA,1.24,5,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,VACCINIUM MACROCARPON,VAMA,5.62,5,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,VACCINIUM MACROCARPON,VAMA,9.64,5,native,0,Great Meadow
NWCA11-R307,GRME,SEN,Great Meadow,2011,530759.5426,4877329.353,VACCINIUM OXYCOCCOS,VAOX,0.1,7,native,0,Great Meadow
NWCA16-R307,GRME,SEN,Great Meadow,2016,530759.5426,4877329.353,VACCINIUM OXYCOCCOS,VAOX,0.1,7,native,0,Great Meadow
NWC21-ME-HP307,GRME,SEN,Great Meadow,2021,530759.5426,4877329.353,VACCINIUM OXYCOCCOS,VAOX,0.28,7,native,0,Great Meadow
